num_nodes,num_edges,density,avg_degree,degree_variance,true_label,pred_label,avg_token_ratio,avg_layer_gate,avg_head_gate,correct
327,899,0.016866475300649438,5.498470783233643,2.561924457550049,0,0,0.6932098269462585,0.0023641400039196014,0.46562623977661133,1
351,792,0.012893772893771844,4.512820720672607,1.9763312339782715,0,0,0.6782252788543701,0.0018833556678146124,0.4656258821487427,1
503,1407,0.01114428964064176,5.594433307647705,2.4438655376434326,0,0,0.5659148097038269,0.0013450979022309184,0.4656254053115845,1
377,894,0.012613578644392134,4.742705345153809,2.843613624572754,0,0,0.6438833475112915,0.0018942937022075057,0.4656258225440979,1
146,328,0.03098724610296127,4.49315071105957,2.0855696201324463,0,1,0.6987209320068359,0.005277277901768684,0.46563148498535156,0
312,761,0.015685547036027734,4.878205299377441,2.3249094486236572,0,0,0.5755255222320557,0.0021941205486655235,0.4656261205673218,1
237,694,0.02481584781519974,5.856540203094482,2.494187593460083,0,0,0.6385159492492676,0.00374473980627954,0.46562784910202026,1
315,728,0.01472045293701196,4.622222423553467,2.4255378246307373,0,0,0.5746599435806274,0.0021502028685063124,0.4656261205673218,1
224,497,0.019899103139009472,4.4375,1.74609375,0,0,0.6005343198776245,0.002935985568910837,0.46562713384628296,1
257,572,0.0173881322957172,4.451361656188965,2.1153385639190674,0,0,0.570652961730957,0.002582385204732418,0.46562662720680237,1
221,633,0.026038667215132448,5.728506565093994,3.0756125450134277,0,0,0.6061069965362549,0.004751214757561684,0.46562933921813965,1
151,404,0.03567328918320721,5.3509931564331055,3.3271350860595703,0,0,0.698738694190979,0.008407332934439182,0.4656379818916321,1
5748,14267,0.0008637830950861292,4.964161396026611,2.3306572437286377,0,0,0.5663028955459595,0.00013090520224068314,0.46562498807907104,1
68,148,0.06496927129046319,4.352941036224365,2.7871971130371094,0,1,0.6960692405700684,0.01765742525458336,0.4656878113746643,0
363,1030,0.015676605330044616,5.674931049346924,2.67669939994812,0,0,0.6522681713104248,0.0021782908588647842,0.4656260013580322,1
435,1237,0.013104507654006402,5.687356472015381,3.0424838066101074,0,0,0.6412761807441711,0.0018919312860816717,0.4656257629394531,1
344,802,0.013594141975726016,4.662790775299072,2.409545660018921,0,0,0.628624677658081,0.0019322128500789404,0.46562591195106506,1
284,694,0.017269695913997754,4.88732385635376,1.9591352939605713,0,0,0.6728348731994629,0.0022895780857652426,0.4656262695789337,1
218,582,0.024605758254761637,5.339449405670166,2.5453245639801025,0,0,0.6956852078437805,0.003885681973770261,0.4656282365322113,1
620,1355,0.007061337224451325,4.370967864990234,2.0494797229766846,0,0,0.5661646723747253,0.0011456923093646765,0.4656252861022949,1
394,1101,0.014220947804858228,5.588832378387451,2.5009922981262207,0,0,0.6025950312614441,0.0018683051457628608,0.4656257629394531,1
216,547,0.02355727820843593,5.064815044403076,2.6902434825897217,0,0,0.6990662217140198,0.003936720546334982,0.46562838554382324,1
440,1043,0.0107993373369222,4.740909099578857,2.082871913909912,0,0,0.5800979733467102,0.00146145757753402,0.465625524520874,1
442,1069,0.010968489960086035,4.837103843688965,2.181609630584717,0,0,0.5794918537139893,0.0014497761148959398,0.465625524520874,1
611,1879,0.010082906281022508,6.150572776794434,3.250650405883789,0,0,0.5717315673828125,0.0013803375186398625,0.4656254053115845,1
498,1199,0.00968865401242759,4.815260887145996,2.234947919845581,0,0,0.5830877423286438,0.001291993074119091,0.4656254053115845,1
138,347,0.03670792341053808,5.028985500335693,2.332493305206299,0,0,0.6987378597259521,0.006352574564516544,0.46563369035720825,1
355,985,0.015675976764540807,5.549295902252197,2.4053163528442383,0,0,0.6297192573547363,0.0020727221854031086,0.46562597155570984,1
252,599,0.01894011256560758,4.753968238830566,2.455341339111328,0,0,0.6979128122329712,0.0029220478609204292,0.4656270146369934,1
775,2093,0.006978411269483922,5.401290416717529,4.242836952209473,0,0,0.5675514936447144,0.0012600375339388847,0.4656253159046173,1
390,864,0.011390152264187502,4.430769443511963,2.0041816234588623,0,0,0.6647891402244568,0.0017383001977577806,0.46562573313713074,1
540,1264,0.008685494399779815,4.68148136138916,2.4874348640441895,0,0,0.593536376953125,0.0012286411365494132,0.4656253457069397,1
1021,2889,0.005548193812294698,5.659157752990723,2.6262357234954834,0,0,0.5660718679428101,0.0005971756181679666,0.4656251072883606,1
292,770,0.018123617191543318,5.273972511291504,2.8701446056365967,0,0,0.6926491856575012,0.00286146835424006,0.4656267762184143,1
329,756,0.014011416709910482,4.595744609832764,2.28338623046875,0,0,0.6856830716133118,0.002002374269068241,0.46562597155570984,1
481,1146,0.009927234927234498,4.765072822570801,2.25458025932312,0,0,0.6259896159172058,0.0013413720298558474,0.46562543511390686,1
95,184,0.041209406494914655,3.8736841678619385,2.0050971508026123,0,1,0.6984602212905884,0.008432016707956791,0.46564197540283203,0
388,967,0.012879938197606963,4.984536170959473,2.329657554626465,0,0,0.5875262022018433,0.0016864732606336474,0.4656256437301636,1
561,1422,0.009052711993888176,5.069518566131592,2.2179837226867676,0,0,0.5698671936988831,0.0011216402053833008,0.4656252861022949,1
265,647,0.01849628359062057,4.883018970489502,2.307070016860962,0,0,0.6365814208984375,0.0026892886962741613,0.46562671661376953,1
372,999,0.014477001999825052,5.370967864990234,2.7010927200317383,0,0,0.6625319719314575,0.0020263101905584335,0.46562594175338745,1
574,1355,0.008239536396859605,4.721254348754883,2.5041823387145996,0,0,0.5686538815498352,0.001152040553279221,0.4656253159046173,1
483,1520,0.013058082695462613,6.2939958572387695,3.7562167644500732,0,0,0.584612250328064,0.002326337154954672,0.4656260013580322,1
268,588,0.0164346805299323,4.388059616088867,2.282245397567749,0,0,0.6982394456863403,0.002518822206184268,0.4656265377998352,1
316,748,0.01502913401647428,4.734177112579346,2.0052876472473145,0,0,0.5955310463905334,0.0020385398529469967,0.4656260013580322,1
317,875,0.017469951683103314,5.520504951477051,2.760620594024658,0,0,0.595035195350647,0.0025747143663465977,0.46562644839286804,1
392,1071,0.013975155279502193,5.464285850524902,2.672193765640259,0,0,0.5740381479263306,0.0019099393393844366,0.4656258225440979,1
119,335,0.047714000854545136,5.630251884460449,2.8212695121765137,0,1,0.6987962126731873,0.01000530831515789,0.46564343571662903,0
241,553,0.019121715076068618,4.589211463928223,2.4080164432525635,0,0,0.6261187195777893,0.003001295030117035,0.46562713384628296,1
58,154,0.09316394434333587,5.310344696044922,2.8002374172210693,0,1,0.6977716088294983,0.026034314185380936,0.46574392914772034,0
534,1276,0.008966278081103745,4.779026031494141,2.0972378253936768,0,0,0.5711166858673096,0.0012129514943808317,0.4656253755092621,1
364,915,0.013849786577058255,5.027472496032715,2.504739761352539,0,0,0.5864090323448181,0.0019062592182308435,0.4656258225440979,1
322,882,0.017066233238519277,5.4782609939575195,2.9886577129364014,0,0,0.6508263349533081,0.002691197209060192,0.4656265079975128,1
