num_nodes,true_label,pred_label,avg_token_ratio,avg_layer_gate,correct
188,0,1,0.24101437628269196,0.0034741461277008057,0
108,0,1,0.242669939994812,0.004413704387843609,0
174,0,0,0.23950879275798798,0.0031206398271024227,1
452,0,0,0.23854656517505646,0.002603840781375766,1
697,0,0,0.23813492059707642,0.0025439709424972534,1
340,0,0,0.2393934577703476,0.0031288256868720055,1
255,0,0,0.24091091752052307,0.0036678947508335114,1
431,0,0,0.2392391711473465,0.002988196676596999,1
258,0,0,0.2405405342578888,0.003561663208529353,1
393,0,0,0.24029232561588287,0.0035379589535295963,1
242,0,0,0.24008339643478394,0.0033198390156030655,1
557,0,0,0.24130670726299286,0.00386932585388422,1
534,0,0,0.2387624830007553,0.002602215623483062,1
101,0,0,0.24117031693458557,0.0037276193033903837,1
492,0,0,0.2394055724143982,0.002849525772035122,1
208,0,0,0.24261263012886047,0.004479596856981516,1
254,0,0,0.24116358160972595,0.0038598724640905857,1
123,0,0,0.24038094282150269,0.0034558598417788744,1
500,0,0,0.23862551152706146,0.0026760464534163475,1
290,0,0,0.23955515027046204,0.003000690834596753,1
241,0,0,0.24044254422187805,0.003453686833381653,1
346,0,0,0.24013246595859528,0.0033528772182762623,1
355,0,0,0.23903730511665344,0.002851746743544936,1
168,0,0,0.2409438192844391,0.0036571717355400324,1
349,0,0,0.2397536337375641,0.00316422525793314,1
144,0,1,0.24133671820163727,0.0036207656376063824,0
384,0,0,0.23881392180919647,0.002813434461131692,1
124,0,0,0.2412841022014618,0.003974203020334244,1
274,0,0,0.23934867978096008,0.0028991997241973877,1
381,0,0,0.23895153403282166,0.0029775460716336966,1
224,0,0,0.24088118970394135,0.0035789161920547485,1
80,0,1,0.24244767427444458,0.004231187514960766,0
182,0,1,0.24228784441947937,0.004290697630494833,0
275,0,0,0.23922333121299744,0.0030010156333446503,1
255,0,0,0.23928606510162354,0.0029951222240924835,1
504,0,0,0.23898547887802124,0.00269438698887825,1
336,0,0,0.23947186768054962,0.003092495258897543,1
361,0,0,0.23903977870941162,0.002767371479421854,1
499,0,0,0.24068808555603027,0.0037370952777564526,1
383,0,0,0.24046315252780914,0.003513768780976534,1
416,0,0,0.24114887416362762,0.0037935758009552956,1
166,0,1,0.24317985773086548,0.004524875432252884,0
349,0,0,0.2405603528022766,0.003571417648345232,1
306,0,0,0.23972982168197632,0.003048900980502367,1
130,0,1,0.24131938815116882,0.0035360411275178194,0
483,0,0,0.2390519380569458,0.0027786034625023603,1
132,0,0,0.24131208658218384,0.003794511314481497,1
394,0,0,0.2401566058397293,0.0033897459506988525,1
266,0,0,0.23940333724021912,0.002977484604343772,1
334,0,0,0.23888297379016876,0.0027581641916185617,1
336,0,0,0.23999857902526855,0.0032539141830056906,1
455,0,0,0.23879192769527435,0.002779895206913352,1
316,0,0,0.23940807580947876,0.0031161957886070013,1
207,0,0,0.2407863587141037,0.0037287825252860785,1
243,0,0,0.24219408631324768,0.004347188863903284,1
363,0,0,0.24020230770111084,0.0034093386493623257,1
269,0,0,0.24091503024101257,0.003671083366498351,1
214,0,0,0.2393476814031601,0.00286386557854712,1
252,0,0,0.24116645753383636,0.003710182150825858,1
316,0,0,0.2397422343492508,0.003183797001838684,1
296,0,0,0.24148839712142944,0.004047936759889126,1
158,0,0,0.23986776173114777,0.0031904869247227907,1
560,0,0,0.23859252035617828,0.002739512361586094,1
404,0,0,0.23984865844249725,0.0032744582276791334,1
327,0,0,0.23906970024108887,0.002876381389796734,1
99,0,1,0.248157799243927,0.006665494292974472,0
334,0,0,0.240431010723114,0.0035018245689570904,1
406,0,0,0.24009329080581665,0.0034908694215118885,1
292,0,0,0.24035093188285828,0.0033750454895198345,1
278,0,0,0.23893186450004578,0.0028233430348336697,1
272,0,0,0.23957617580890656,0.0030359127558767796,1
729,0,0,0.23817016184329987,0.002642234554514289,1
410,0,1,0.2396174669265747,0.0030574719421565533,0
419,0,0,0.23884576559066772,0.002882481086999178,1
402,0,0,0.23931458592414856,0.0029006190598011017,1
309,0,0,0.23972287774085999,0.003202142659574747,1
553,0,0,0.23943278193473816,0.0031645228154957294,1
267,0,0,0.24109825491905212,0.003843307960778475,1
323,0,0,0.23911379277706146,0.002767727244645357,1
129,0,1,0.24190768599510193,0.004015007056295872,0
269,0,0,0.24080246686935425,0.0037494907155632973,1
118,0,1,0.24078373610973358,0.0032547530718147755,0
436,0,0,0.23893006145954132,0.0028874988202005625,1
212,0,0,0.23975837230682373,0.003097180975601077,1
214,0,0,0.24239584803581238,0.004037273582071066,1
446,0,0,0.23961913585662842,0.0031853460241109133,1
645,0,0,0.23865807056427002,0.0026500432286411524,1
490,0,0,0.23942667245864868,0.0031717109959572554,1
394,0,0,0.2399749606847763,0.0033778364304453135,1
449,0,0,0.23976294696331024,0.0032543425913900137,1
194,0,0,0.24057500064373016,0.0033574288245290518,1
498,0,0,0.23896723985671997,0.002915264805778861,1
2495,0,0,0.2372540533542633,0.0022551382426172495,1
157,0,1,0.24231339991092682,0.004073100630193949,0
485,0,1,0.23876912891864777,0.002658742479979992,0
841,0,1,0.2388457953929901,0.0025670856703072786,0
243,0,0,0.24019896984100342,0.003227937500923872,1
492,0,0,0.238954558968544,0.0029702417086809874,1
551,0,0,0.25786298513412476,0.011492702178657055,1
721,0,1,0.2385394126176834,0.002606675261631608,0
180,0,1,0.2396089732646942,0.0030948957428336143,0
365,0,0,0.23890122771263123,0.0029134100768715143,1
440,0,0,0.23829233646392822,0.0025534345768392086,1
310,0,0,0.24312779307365417,0.004766369704157114,1
302,0,1,0.240229994058609,0.0033247293904423714,0
500,0,0,0.2385362982749939,0.0026737216394394636,1
601,0,0,0.23828312754631042,0.0024691023863852024,1
401,0,0,0.2395877242088318,0.0031040064059197903,1
162,0,0,0.24184150993824005,0.0041479370556771755,1
186,0,1,0.24071034789085388,0.0032880150247365236,0
389,0,0,0.23927952349185944,0.0030885953456163406,1
219,0,0,0.24118581414222717,0.003744609886780381,1
250,0,1,0.23914670944213867,0.003010321408510208,0
469,0,0,0.23824071884155273,0.002560590161010623,1
209,0,0,0.24034783244132996,0.0035216633696109056,1
321,0,1,0.2396329790353775,0.0028683925047516823,0
468,0,0,0.23918017745018005,0.003097961889579892,1
240,0,0,0.24089820683002472,0.0037353606894612312,1
533,0,0,0.23863303661346436,0.002674075774848461,1
217,0,0,0.24137254059314728,0.0037609462160617113,1
162,0,1,0.24070942401885986,0.003381951479241252,0
427,0,0,0.24022814631462097,0.0034106620587408543,1
128,0,0,0.24295614659786224,0.004385730251669884,1
499,0,0,0.23909567296504974,0.002961132675409317,1
314,0,0,0.2392510622739792,0.0028780221473425627,1
444,0,0,0.23841232061386108,0.002646815497428179,1
456,0,0,0.23859862983226776,0.0027404918801039457,1
302,0,0,0.24009618163108826,0.0034241462126374245,1
345,0,1,0.2396720051765442,0.0029530555475503206,0
471,0,0,0.23934181034564972,0.002901411848142743,1
296,0,0,0.24147874116897583,0.004055900499224663,1
592,0,0,0.23825223743915558,0.0027707177214324474,1
231,0,0,0.2400932013988495,0.003190799383446574,1
293,0,0,0.24127428233623505,0.003848409280180931,1
352,0,0,0.24044331908226013,0.003497431753203273,1
262,0,0,0.24057483673095703,0.0036808461882174015,1
173,0,1,0.2430846244096756,0.004650632850825787,0
1160,0,0,0.2377123236656189,0.0023288677912205458,1
157,0,0,0.24072299897670746,0.0034130429849028587,1
198,0,0,0.23955626785755157,0.0029748897068202496,1
571,0,0,0.23871156573295593,0.002956096548587084,1
277,0,0,0.23923274874687195,0.002857281593605876,1
445,0,0,0.23882918059825897,0.00272232573479414,1
370,0,0,0.23943831026554108,0.003084332449361682,1
245,0,0,0.24050620198249817,0.0033274453599005938,1
232,0,0,0.24015304446220398,0.003372172825038433,1
308,0,0,0.23933276534080505,0.0029218513518571854,1
347,0,0,0.2398507297039032,0.0033155702985823154,1
1019,0,0,0.23820336163043976,0.00267172628082335,1
464,0,0,0.23939365148544312,0.003071570536121726,1
205,0,0,0.23977844417095184,0.0030964489560574293,1
664,0,0,0.2385179102420807,0.0027663588989526033,1
317,0,0,0.23942533135414124,0.0031098322942852974,1
242,0,0,0.24152818322181702,0.003919021226465702,1
252,0,0,0.24023562669754028,0.0035207592882215977,1
180,0,0,0.24161188304424286,0.003944096155464649,1
305,0,0,0.24030524492263794,0.0034336866810917854,1
159,0,1,0.2420158088207245,0.00407270435243845,0
516,0,0,0.23861627280712128,0.0029206150211393833,1
188,0,0,0.2410227209329605,0.00360063835978508,1
214,0,0,0.24067428708076477,0.0033596016000956297,1
189,0,0,0.23950619995594025,0.003120971843600273,1
190,0,0,0.24041706323623657,0.0033221920020878315,1
336,0,0,0.23875701427459717,0.002684190170839429,1
280,0,1,0.2399936318397522,0.003358706831932068,0
