num_nodes,num_edges,density,avg_degree,degree_variance,true_label,pred_label,avg_token_ratio,avg_layer_gate,avg_head_gate,correct
188,451,0.02565707133916667,4.797872543334961,1.9697825908660889,0,1,0.6548753976821899,0.013433829881250858,0.23749399185180664,0
108,268,0.04638283142952026,4.962963104248047,2.572701930999756,0,0,0.6731115579605103,0.014125257730484009,0.23815132677555084,1
452,1009,0.0098993387359452,4.464601993560791,2.169100761413574,0,0,0.5601422786712646,0.010660005733370781,0.23571783304214478,1
697,1721,0.0070952687214497455,4.93830680847168,2.4366531372070312,0,0,0.5483848452568054,0.007788918446749449,0.23461687564849854,1
255,703,0.02170758067005995,5.513725280761719,2.6262824535369873,0,1,0.6776530742645264,0.009036826901137829,0.23589639365673065,0
393,1161,0.015072441190215564,5.9083967208862305,3.111201763153076,0,0,0.6311752796173096,0.006573660299181938,0.2349475771188736,1
557,1497,0.009667669813879284,5.375224590301514,4.457052230834961,0,0,0.5550446510314941,0.0056533669121563435,0.2342638075351715,1
534,1217,0.008551693122808197,4.5580525398254395,1.9170417785644531,0,0,0.5544522404670715,0.010195930488407612,0.23539376258850098,1
101,222,0.04396039603956043,4.3960394859313965,2.2589943408966064,0,0,0.6700403690338135,0.01774025522172451,0.23952671885490417,1
208,584,0.027127461910064307,5.615384578704834,3.2751476764678955,0,0,0.5662970542907715,0.00852726586163044,0.23588624596595764,1
123,279,0.03718512594959537,4.536585330963135,2.2649216651916504,0,0,0.6604186296463013,0.015872139483690262,0.23867881298065186,1
290,653,0.015582866006441286,4.503448486328125,2.4224019050598145,0,0,0.5444762706756592,0.011858463287353516,0.23655818402767181,1
241,646,0.022337482710922833,5.360995769500732,2.3717567920684814,0,0,0.6267324686050415,0.009941434487700462,0.2361980378627777,1
346,972,0.016285498869061214,5.618496894836426,2.5423166751861572,0,0,0.5549813508987427,0.00804605707526207,0.23540189862251282,1
355,837,0.013320601575553965,4.7154927253723145,2.3894782066345215,0,0,0.551490068435669,0.010465160012245178,0.23594406247138977,1
144,331,0.03214840714839153,4.597222328186035,2.004436492919922,0,1,0.6737297773361206,0.01546444371342659,0.23839348554611206,0
124,295,0.038683451350617175,4.7580647468566895,2.95759654045105,0,0,0.6538785696029663,0.013629425317049026,0.23784273862838745,1
381,1027,0.014187042409171556,5.39107608795166,2.5635950565338135,0,0,0.546782374382019,0.008275940082967281,0.23535066843032837,1
224,613,0.02454356181934166,5.473214149475098,2.2046396732330322,0,0,0.5701871514320374,0.010076659731566906,0.2363167405128479,1
80,177,0.05601265822775948,4.425000190734863,2.2693748474121094,0,1,0.670434832572937,0.018939845263957977,0.24018332362174988,0
