num_nodes,true_label,pred_label,avg_token_ratio,avg_layer_gate,correct
188,0,1,0.21401427686214447,0.00698933657258749,0
108,0,1,0.217244952917099,0.011085881851613522,0
452,0,0,0.20924262702465057,0.0028673666529357433,1
697,0,0,0.20734840631484985,0.0018952665850520134,1
255,0,0,0.21127206087112427,0.00518209021538496,1
393,0,0,0.20875652134418488,0.0033597371075302362,1
557,0,0,0.2065393626689911,0.0018880468560382724,1
534,0,0,0.20883557200431824,0.002640971913933754,1
101,0,1,0.21832935512065887,0.011453056707978249,0
208,0,0,0.2116025686264038,0.005796707235276699,1
123,0,0,0.2165553867816925,0.009582044556736946,1
290,0,0,0.21089696884155273,0.004051486030220985,1
241,0,0,0.21189141273498535,0.005566752050071955,1
346,0,0,0.20985737442970276,0.003967436030507088,1
355,0,0,0.20992067456245422,0.003417428582906723,1
144,0,0,0.21586786210536957,0.008762158453464508,1
124,0,1,0.2152778059244156,0.008742716163396835,0
381,0,0,0.2093898057937622,0.0034553776495158672,1
224,0,0,0.21256926655769348,0.006268681492656469,1
80,0,1,0.2206701636314392,0.014409378170967102,0
255,0,0,0.21133098006248474,0.004501719493418932,1
504,0,0,0.20891055464744568,0.002700334182009101,1
336,0,0,0.20959919691085815,0.0033538113348186016,1
361,0,0,0.21020954847335815,0.0035226980689913034,1
499,0,0,0.20757237076759338,0.002702038735151291,1
383,0,0,0.20926328003406525,0.0037238020449876785,1
416,0,0,0.2088574767112732,0.0036366540007293224,1
166,0,1,0.21383458375930786,0.007637147791683674,0
349,0,0,0.2095607966184616,0.0038686851039528847,1
130,0,1,0.21718700230121613,0.009912215173244476,0
132,0,1,0.21590209007263184,0.009179346263408661,0
394,0,0,0.2090759128332138,0.003461363958194852,1
266,0,0,0.21164055168628693,0.004752518609166145,1
334,0,0,0.21048450469970703,0.003739642444998026,1
336,0,0,0.21033860743045807,0.00429680198431015,1
455,0,0,0.2089005410671234,0.0028000674210488796,1
316,0,0,0.20991893112659454,0.003706766990944743,1
363,0,0,0.2096666693687439,0.003956432919949293,1
269,0,0,0.21116332709789276,0.005260906182229519,1
214,0,0,0.21366503834724426,0.0062599484808743,1
252,0,0,0.21139267086982727,0.005190740339457989,1
316,0,0,0.21026155352592468,0.0039861672557890415,1
296,0,0,0.20982873439788818,0.004337870050221682,1
560,0,0,0.2077663093805313,0.0021163257770240307,1
404,0,0,0.20911216735839844,0.003438758896663785,1
327,0,0,0.2102235108613968,0.0036076102405786514,1
99,0,1,0.21850721538066864,0.015318447723984718,0
334,0,0,0.2099078893661499,0.0041509512811899185,1
292,0,0,0.2109692543745041,0.00474279560148716,1
278,0,0,0.21151354908943176,0.0045634303241968155,1
272,0,0,0.21143414080142975,0.00458211125805974,1
729,0,0,0.2071000635623932,0.0018870499916374683,1
410,0,0,0.2089071422815323,0.002820383058860898,1
419,0,0,0.20917198061943054,0.0032015256583690643,1
402,0,0,0.20932400226593018,0.0029886371921747923,1
553,0,0,0.20753806829452515,0.0023773103021085262,1
267,0,0,0.21069104969501495,0.004969627596437931,1
323,0,0,0.21104875206947327,0.004093668423593044,1
129,0,1,0.21590903401374817,0.009286319836974144,0
269,0,0,0.21051661670207977,0.004716061986982822,1
118,0,1,0.21841558814048767,0.01045215129852295,0
436,0,0,0.20902752876281738,0.003067741170525551,1
212,0,0,0.21318542957305908,0.006087955087423325,1
645,0,0,0.20762720704078674,0.0019915455486625433,1
490,0,0,0.20801208913326263,0.0026648947969079018,1
394,0,0,0.2088841199874878,0.0033338326029479504,1
194,0,0,0.21334664523601532,0.006143135018646717,1
498,0,0,0.20827367901802063,0.002595392055809498,1
2495,0,0,0.2040904462337494,0.000580758205614984,1
157,0,1,0.21515457332134247,0.008896769024431705,0
243,0,1,0.2118925303220749,0.004910804331302643,0
492,0,0,0.20831991732120514,0.0027930806390941143,1
721,0,0,0.20733597874641418,0.0018701220396906137,1
