num_nodes,num_edges,density,avg_degree,degree_variance,true_label,pred_label,avg_token_ratio,avg_layer_gate,avg_head_gate,correct
327,899,0.016866475300649438,5.498470783233643,2.561924457550049,0,0,0.6929278373718262,0.0012033639941364527,0.28751248121261597,1
351,792,0.012893772893771844,4.512820720672607,1.9763312339782715,0,0,0.6777793169021606,0.0016202018596231937,0.2875221371650696,1
503,1407,0.01114428964064176,5.594433307647705,2.4438655376434326,0,0,0.5656769275665283,0.0008457217481918633,0.2875075340270996,1
377,894,0.012613578644392134,4.742705345153809,2.843613624572754,0,0,0.643535852432251,0.0012343797134235501,0.28751426935195923,1
146,328,0.03098724610296127,4.49315071105957,2.0855696201324463,0,0,0.6981057524681091,0.0029914947226643562,0.28755778074264526,1
312,761,0.015685547036027734,4.878205299377441,2.3249094486236572,0,0,0.5751376152038574,0.0014783720253035426,0.2875189483165741,1
237,694,0.02481584781519974,5.856540203094482,2.494187593460083,0,0,0.6382588148117065,0.0015060543082654476,0.28751540184020996,1
315,728,0.01472045293701196,4.622222423553467,2.4255378246307373,0,0,0.5742379426956177,0.0015609716065227985,0.2875208854675293,1
224,497,0.019899103139009472,4.4375,1.74609375,0,0,0.5999517440795898,0.0023739351890981197,0.2875405251979828,1
257,572,0.0173881322957172,4.451361656188965,2.1153385639190674,0,0,0.5701379776000977,0.00200065178796649,0.2875310778617859,1
221,633,0.026038667215132448,5.728506565093994,3.0756125450134277,0,0,0.6058842539787292,0.0015457512345165014,0.2875152826309204,1
151,404,0.03567328918320721,5.3509931564331055,3.3271350860595703,0,0,0.6985387802124023,0.0022508283145725727,0.28752636909484863,1
5748,14267,0.0008637830950861292,4.964161396026611,2.3306572437286377,0,0,0.5662123560905457,0.00019311512005515397,0.2875007390975952,1
68,148,0.06496927129046319,4.352941036224365,2.7871971130371094,0,1,0.6957069635391235,0.005528619512915611,0.2876236140727997,0
363,1030,0.015676605330044616,5.674931049346924,2.67669939994812,0,0,0.6520211696624756,0.0010592325124889612,0.2875099182128906,1
435,1237,0.013104507654006402,5.687356472015381,3.0424838066101074,0,0,0.6410608291625977,0.0008738945471122861,0.2875072956085205,1
344,802,0.013594141975726016,4.662790775299072,2.409545660018921,0,0,0.6282237768173218,0.0014526882441714406,0.28751862049102783,1
284,694,0.017269695913997754,4.88732385635376,1.9591352939605713,0,0,0.6724063158035278,0.0016845839563757181,0.28752315044403076,1
218,582,0.024605758254761637,5.339449405670166,2.5453245639801025,0,0,0.6953501105308533,0.0017463576514273882,0.28752148151397705,1
620,1355,0.007061337224451325,4.370967864990234,2.0494797229766846,0,0,0.5658128261566162,0.0011213269317522645,0.28751248121261597,1
394,1101,0.014220947804858228,5.588832378387451,2.5009922981262207,0,0,0.602336049079895,0.0010197360534220934,0.28750985860824585,1
216,547,0.02355727820843593,5.064815044403076,2.6902434825897217,0,0,0.6986966729164124,0.0018116360297426581,0.28752386569976807,1
440,1043,0.0107993373369222,4.740909099578857,2.082871913909912,0,0,0.5797334313392639,0.0012659088242799044,0.287514865398407,1
442,1069,0.010968489960086035,4.837103843688965,2.181609630584717,0,0,0.5791443586349487,0.0012062719324603677,0.28751373291015625,1
611,1879,0.010082906281022508,6.150572776794434,3.250650405883789,0,0,0.5715793967247009,0.0005973862716928124,0.28750377893447876,1
498,1199,0.00968865401242759,4.815260887145996,2.234947919845581,0,0,0.5827593803405762,0.0011059273965656757,0.28751200437545776,1
138,347,0.03670792341053808,5.028985500335693,2.332493305206299,0,0,0.6982980370521545,0.0027612042613327503,0.2875441908836365,1
355,985,0.015675976764540807,5.549295902252197,2.4053163528442383,0,0,0.6294412612915039,0.001132245291955769,0.28751158714294434,1
252,599,0.01894011256560758,4.753968238830566,2.455341339111328,0,0,0.6974821090698242,0.001743188826367259,0.2875247001647949,1
775,2093,0.006978411269483922,5.401290416717529,4.242836952209473,0,0,0.5673968195915222,0.0005227497895248234,0.28750312328338623,1
390,864,0.011390152264187502,4.430769443511963,2.0041816234588623,0,0,0.6643556952476501,0.0015318328514695168,0.2875203490257263,1
540,1264,0.008685494399779815,4.68148136138916,2.4874348640441895,0,0,0.5932167768478394,0.0010389203671365976,0.2875109910964966,1
