num_nodes,num_edges,density,avg_degree,degree_variance,true_label,pred_label,avg_token_ratio,avg_layer_gate,correct
393,1161,0.015072441190215564,5.9083967208862305,3.111201763153076,0,0,0.4208628833293915,0.05487758666276932,1
534,1217,0.008551693122808197,4.5580525398254395,1.9170417785644531,0,0,0.4039194583892822,0.06084897741675377,1
144,331,0.03214840714839153,4.597222328186035,2.004436492919922,0,0,0.534679651260376,0.09382468461990356,1
255,580,0.017909526015127696,4.549019813537598,2.5691657066345215,0,0,0.4969630837440491,0.0647720992565155,1
504,1160,0.009151440562971017,4.603174686431885,2.052847146987915,0,0,0.40515756607055664,0.057203542441129684,1
336,795,0.014125799573559514,4.732142925262451,2.9461095333099365,0,0,0.4575636684894562,0.05487523600459099,1
383,1144,0.015638456385929787,5.97389030456543,2.719944953918457,0,0,0.4301162362098694,0.05960331857204437,1
166,443,0.03234757210659644,5.3373494148254395,2.6813759803771973,0,1,0.5352547764778137,0.0973619744181633,0
130,292,0.03482409063802336,4.492307662963867,1.7114791870117188,0,1,0.5357939004898071,0.10398311913013458,0
455,1120,0.010843781768891376,4.92307710647583,2.365511178970337,0,0,0.4072382152080536,0.05434573069214821,1
316,783,0.015732368896924278,4.955696105957031,2.8524675369262695,0,0,0.4480544328689575,0.056546054780483246,1
363,1066,0.016224525516337438,5.8732781410217285,2.5404152870178223,0,0,0.4255063533782959,0.06384572386741638,1
269,780,0.021639016811848523,5.799256324768066,2.509887933731079,0,0,0.4738258719444275,0.07459734380245209,1
560,1355,0.008657040633784543,4.839285850524902,2.8313136100769043,0,0,0.4053524136543274,0.04496677592396736,1
404,1160,0.014249563914206922,5.742574214935303,2.611949920654297,0,0,0.421078085899353,0.05865240842103958,1
99,317,0.06534735106156941,6.404040336608887,2.5438220500946045,0,1,0.5387776494026184,0.17779214680194855,0
334,969,0.01742461023897993,5.802395343780518,2.6555631160736084,0,0,0.4850240647792816,0.06679916381835938,1
