num_nodes,num_edges,density,avg_degree,degree_variance,true_label,pred_label,avg_token_ratio,avg_layer_gate,correct
327,899,0.016866475300649438,5.498470783233643,2.561924457550049,0,0,0.44014835357666016,0.002242850372567773,1
351,792,0.012893772893771844,4.512820720672607,1.9763312339782715,0,0,0.4325048327445984,0.002018663799390197,1
146,328,0.03098724610296127,4.49315071105957,2.0855696201324463,0,1,0.5601207613945007,0.0050357794389128685,0
257,572,0.0173881322957172,4.451361656188965,2.1153385639190674,0,0,0.4912850260734558,0.002687084022909403,1
68,148,0.06496927129046319,4.352941036224365,2.7871971130371094,0,1,0.5635427236557007,0.014401369728147984,0
363,1030,0.015676605330044616,5.674931049346924,2.67669939994812,0,0,0.43324506282806396,0.002043583197519183,1
284,694,0.017269695913997754,4.88732385635376,1.9591352939605713,0,0,0.4459459185600281,0.002404365688562393,1
218,582,0.024605758254761637,5.339449405670166,2.5453245639801025,0,0,0.4789946675300598,0.003508903319016099,1
620,1355,0.007061337224451325,4.370967864990234,2.0494797229766846,0,0,0.4275287985801697,0.0012796493247151375,1
442,1069,0.010968489960086035,4.837103843688965,2.181609630584717,0,0,0.49586915969848633,0.0015674250898882747,1
498,1199,0.00968865401242759,4.815260887145996,2.234947919845581,0,0,0.45581674575805664,0.0014219308504834771,1
292,770,0.018123617191543318,5.273972511291504,2.8701446056365967,0,0,0.5596550703048706,0.0025910791009664536,1
481,1146,0.009927234927234498,4.765072822570801,2.25458025932312,0,0,0.42526859045028687,0.0014787529362365603,1
95,184,0.041209406494914655,3.8736841678619385,2.0050971508026123,0,1,0.5325101613998413,0.00799710676074028,0
119,335,0.047714000854545136,5.630251884460449,2.8212695121765137,0,1,0.5110461711883545,0.007610801607370377,0
58,154,0.09316394434333587,5.310344696044922,2.8002374172210693,0,1,0.5610940456390381,0.018436284735798836,0
534,1276,0.008966278081103745,4.779026031494141,2.0972378253936768,0,0,0.4261322319507599,0.0013458424946293235,1
364,915,0.013849786577058255,5.027472496032715,2.504739761352539,0,0,0.5219247341156006,0.001929264748468995,1
288,645,0.015606852497094512,4.479166507720947,2.207899332046509,0,0,0.5573313236236572,0.0024260024074465036,1
414,1044,0.012211811769659249,5.043478488922119,2.587481737136841,0,0,0.46678853034973145,0.001702481764368713,1
295,741,0.01708751297128824,5.023728847503662,2.3485894203186035,0,0,0.42762935161590576,0.0024054571986198425,1
230,602,0.0228593127017234,5.234782695770264,2.42313814163208,0,0,0.4484410285949707,0.0032422575168311596,1
136,282,0.030718954248349282,4.147058963775635,2.551903247833252,0,1,0.5573436617851257,0.005777725018560886,0
156,444,0.03672456575680863,5.692307472229004,2.943787097930908,0,1,0.5493879318237305,0.005658906884491444,0
183,471,0.028283192217609956,5.147541046142578,2.4427125453948975,0,1,0.531761884689331,0.004194839857518673,0
131,388,0.045566647093337895,5.923664093017578,3.841500997543335,0,1,0.560488760471344,0.00916229747235775,0
508,1272,0.009877463541908948,5.007874011993408,2.519623041152954,0,0,0.4254533052444458,0.0013618913944810629,1
213,627,0.02777039596066353,5.88732385635376,2.9262712001800537,0,1,0.5067446231842041,0.003940620459616184,0
419,870,0.00993479576572096,4.152744770050049,2.2010128498077393,0,0,0.4421152174472809,0.0018680427456274629,1
463,1064,0.009948295045486805,4.596112251281738,2.119812250137329,0,0,0.43150684237480164,0.0015734032494947314,1
211,531,0.02396750169261477,5.033175468444824,3.1410796642303467,0,0,0.5608340501785278,0.004056107718497515,1
354,790,0.01264384372849245,4.4632768630981445,2.243001699447632,0,1,0.4852093756198883,0.0020369580015540123,0
438,1042,0.010887850955559861,4.757990837097168,2.2382352352142334,0,0,0.4256258010864258,0.0016030188417062163,1
209,534,0.024567537725426813,5.110047817230225,2.8060715198516846,0,0,0.558388352394104,0.003738867351785302,1
278,612,0.015894865335166625,4.4028778076171875,2.0894880294799805,0,0,0.509258508682251,0.002531694248318672,1
282,631,0.01592589788243407,4.47517728805542,2.575624704360962,0,0,0.5043359994888306,0.0025646593421697617,1
414,1023,0.011966171877740815,4.942028999328613,2.5763497352600098,0,0,0.45272189378738403,0.0016990804579108953,1
99,239,0.049268192125284195,4.828282833099365,2.7886950969696045,0,1,0.5626460313796997,0.009138580411672592,0
343,845,0.014406765212349376,4.9271135330200195,2.4990603923797607,0,0,0.47557881474494934,0.002058724407106638,1
616,1650,0.008710801393727994,5.357142925262451,2.8756954669952393,0,0,0.43065154552459717,0.0011620281729847193,1
362,814,0.012457721797951328,4.497237682342529,2.55938458442688,0,0,0.443277508020401,0.0019953635055571795,1
316,706,0.01418525215993428,4.468354225158691,2.103429079055786,0,0,0.45921456813812256,0.0022351311054080725,1
104,213,0.0397684839432041,4.096153736114502,2.2022929191589355,0,1,0.560906171798706,0.0074110995046794415,0
392,1007,0.013140038624144453,5.137754917144775,2.634084939956665,0,0,0.43779999017715454,0.001818426768295467,1
323,691,0.013287694940675223,4.278637886047363,2.1762306690216064,0,0,0.47543102502822876,0.002277879975736141,1
320,938,0.018377742946706663,5.862500190734863,2.8498435020446777,0,0,0.48073476552963257,0.0024243053048849106,1
201,474,0.02358208955223294,4.7164177894592285,1.6957005262374878,0,1,0.5590305328369141,0.0034168597776442766,0
436,1151,0.012137509227037217,5.279816627502441,3.1785836219787598,0,0,0.42855674028396606,0.0017734768334776163,1
359,877,0.013647468915826579,4.885793685913086,2.5468454360961914,0,0,0.4627556800842285,0.0019663625862449408,1
251,582,0.018549800796809793,4.637450218200684,2.6135776042938232,0,0,0.5288514494895935,0.0029228380881249905,1
623,1475,0.007612785350420184,4.735152721405029,2.0534512996673584,0,0,0.42600759863853455,0.0011899606324732304,1
157,419,0.03421525396046292,5.337579727172852,1.994320273399353,0,1,0.5595083832740784,0.004835695493966341,0
475,1116,0.009913391072617813,4.698947429656982,2.4167356491088867,0,0,0.4679981470108032,0.0015174447325989604,1
481,1347,0.011668399168398663,5.600831508636475,2.7637417316436768,0,0,0.4674453139305115,0.0015049269422888756,1
869,2260,0.0059923743059716135,5.201380729675293,2.4991464614868164,0,0,0.4288316071033478,0.0008295141160488129,1
129,309,0.037427325581372684,4.7906975746154785,2.2275102138519287,0,1,0.5609714388847351,0.0059874458238482475,0
330,778,0.014331767523255566,4.715151309967041,2.3431038856506348,0,1,0.5544753074645996,0.0021009354386478662,0
334,962,0.017298735861608558,5.760478973388672,2.5953245162963867,0,0,0.4929610788822174,0.0022396526765078306,1
340,828,0.014367516918270488,4.870588302612305,2.25972318649292,0,0,0.425838828086853,0.0020175958052277565,1
332,907,0.016507116077601962,5.463855266571045,2.5980911254882812,0,0,0.5379929542541504,0.002213397528976202,1
336,796,0.014143567874909902,4.738095283508301,2.7468819618225098,0,0,0.4536430835723877,0.002181761432439089,1
215,487,0.02116931101933902,4.5302324295043945,1.8118765354156494,0,0,0.5568185448646545,0.003167497692629695,1
432,975,0.010473060067027022,4.513888835906982,2.1849920749664307,0,0,0.4262983500957489,0.001697559142485261,1
257,599,0.01820890077820735,4.661478519439697,2.153885841369629,0,1,0.5395467877388,0.002701527439057827,0
374,1058,0.015168241315535607,5.657753944396973,3.07538104057312,0,0,0.4880604147911072,0.0020495066419243813,1
284,649,0.016149902951274556,4.570422649383545,1.7943364381790161,0,1,0.5359736084938049,0.0024326746352016926,0
779,1798,0.00593338635321129,4.616174697875977,2.110701084136963,0,0,0.4250955581665039,0.001005575293675065,1
213,495,0.021923996811050155,4.647887229919434,2.6600542068481445,0,0,0.556178629398346,0.0035348813980817795,1
296,682,0.015620705451212137,4.608108043670654,2.1910152435302734,0,0,0.4769517779350281,0.002316209953278303,1
