num_nodes,num_edges,density,avg_degree,degree_variance,true_label,pred_label,avg_token_ratio,avg_layer_gate,correct
377,894,0.012613578644392134,4.742705345153809,2.843613624572754,0,0,1.0,0.06005771458148956,1
312,761,0.015685547036027734,4.878205299377441,2.3249094486236572,0,0,1.0,0.06823035329580307,1
224,497,0.019899103139009472,4.4375,1.74609375,0,1,1.0,0.08349619805812836,0
221,633,0.026038667215132448,5.728506565093994,3.0756125450134277,0,0,1.0,0.07849416136741638,1
151,404,0.03567328918320721,5.3509931564331055,3.3271350860595703,0,0,1.0,0.0911034345626831,1
344,802,0.013594141975726016,4.662790775299072,2.409545660018921,0,0,1.0,0.06580628454685211,1
138,347,0.03670792341053808,5.028985500335693,2.332493305206299,0,0,1.0,0.09317050874233246,1
252,599,0.01894011256560758,4.753968238830566,2.455341339111328,0,0,1.0,0.07191364467144012,1
775,2093,0.006978411269483922,5.401290416717529,4.242836952209473,0,0,1.0,0.042027562856674194,1
329,756,0.014011416709910482,4.595744609832764,2.28338623046875,0,1,1.0,0.06802979111671448,0
561,1422,0.009052711993888176,5.069518566131592,2.2179837226867676,0,0,1.0,0.05771926790475845,1
265,647,0.01849628359062057,4.883018970489502,2.307070016860962,0,0,1.0,0.07199006527662277,1
317,875,0.017469951683103314,5.520504951477051,2.760620594024658,0,0,1.0,0.06518427282571793,1
322,882,0.017066233238519277,5.4782609939575195,2.9886577129364014,0,0,1.0,0.06419320404529572,1
310,746,0.01557573859484126,4.81290340423584,1.9843498468399048,0,0,1.0,0.07184259593486786,1
241,623,0.021542185338862114,5.170124530792236,2.722095012664795,0,1,1.0,0.07272094488143921,0
580,1394,0.00830206658328842,4.806896686553955,2.024779796600342,0,0,1.0,0.05946151539683342,1
208,467,0.021692679301369918,4.490384578704834,2.1922152042388916,0,1,1.0,0.07958237826824188,0
411,1260,0.014954602100764644,6.131386756896973,2.693199872970581,0,0,1.0,0.060452334582805634,1
245,720,0.024088323854127788,5.877551078796387,2.319700241088867,0,1,1.0,0.07649773359298706,0
162,368,0.028218694885350733,4.543210029602051,2.519737720489502,0,0,1.0,0.08421379327774048,1
269,736,0.020418354325026297,5.472118854522705,2.739928960800171,0,0,1.0,0.07021629810333252,1
137,295,0.03166595105193663,4.306569576263428,2.300175905227661,0,1,1.0,0.09085394442081451,0
283,709,0.01776808761245799,5.010600566864014,2.4062483310699463,0,0,1.0,0.0694851204752922,1
487,1112,0.009396574306452988,4.56673526763916,2.2619733810424805,0,0,1.0,0.060614679008722305,1
425,970,0.010765815760265772,4.564705848693848,2.302283763885498,0,0,1.0,0.0628674253821373,1
803,2774,0.008614826569938656,6.909090995788574,6.959357261657715,0,0,1.0,0.046409398317337036,1
306,746,0.01598628522447059,4.875816822052002,2.38980770111084,0,0,1.0,0.06811606138944626,1
239,572,0.020111810414538852,4.786611080169678,2.4858458042144775,0,0,1.0,0.07219190895557404,1
259,613,0.018347250905387694,4.733590602874756,2.427095651626587,0,0,1.0,0.07127796858549118,1
236,570,0.02055535521095915,4.830508708953857,2.572967529296875,0,1,1.0,0.07251732051372528,0
157,329,0.026865915400936278,4.191082954406738,2.5239968299865723,0,1,1.0,0.08398178219795227,0
725,1751,0.006671746999428335,4.8303446769714355,2.3174242973327637,0,0,1.0,0.052987221628427505,1
257,631,0.0191816634241216,4.910505771636963,2.353858470916748,0,0,1.0,0.07244986295700073,1
145,416,0.03984674329500007,5.737931251525879,2.8416647911071777,0,1,1.0,0.09451890736818314,0
260,689,0.020463320463317426,5.300000190734863,2.7099997997283936,0,0,1.0,0.06994105130434036,1
294,701,0.01627545216038445,4.768707275390625,2.4499051570892334,0,0,1.0,0.068429134786129,1
341,949,0.016370536484387067,5.565982341766357,2.22805118560791,0,0,1.0,0.06661880016326904,1
312,874,0.01801467557094381,5.602564334869385,3.0920445919036865,0,0,1.0,0.06540830433368683,1
484,1181,0.010103861882517577,4.880165100097656,2.427788257598877,0,0,1.0,0.05868339538574219,1
144,343,0.03331390831389214,4.763888835906982,2.694251537322998,0,0,1.0,0.08936593681573868,1
212,531,0.023741393186080716,5.009433746337891,2.131986618041992,0,0,1.0,0.07864855229854584,1
259,614,0.018377181167876094,4.741312503814697,2.22265625,0,0,1.0,0.07363807410001755,1
473,1164,0.010427491310423441,4.921775817871094,2.393458127975464,0,0,1.0,0.05946439504623413,1
305,643,0.013869715271784527,4.21639347076416,2.058091878890991,0,0,1.0,0.07252362370491028,1
61,115,0.06284153005447311,3.7704918384552,1.914539098739624,0,1,1.0,0.1281743347644806,0
585,1587,0.009290481208289155,5.425641059875488,2.8222484588623047,0,0,1.0,0.05160869285464287,1
834,1893,0.005449661879140067,4.5395684242248535,2.1309282779693604,0,0,1.0,0.0527668297290802,1
532,1245,0.008814408903614658,4.680450916290283,2.5557830333709717,0,0,1.0,0.05612733215093613,1
514,1546,0.011726246008449126,6.01556396484375,3.3149330615997314,0,0,1.0,0.05343957990407944,1
710,1830,0.007270704622658232,5.1549296379089355,2.612616539001465,0,0,1.0,0.05032319575548172,1
160,408,0.0320754716981006,5.099999904632568,3.18999981880188,0,0,1.0,0.0873340517282486,1
60,126,0.07118644067776501,4.199999809265137,2.1599998474121094,0,1,1.0,0.13158497214317322,0
103,186,0.03540833809248486,3.6116504669189453,1.9074370861053467,0,0,1.0,0.10574120283126831,1
341,950,0.016387786786267348,5.571847438812256,2.2213776111602783,0,0,1.0,0.06667821854352951,1
150,392,0.03507829977627066,5.226666450500488,2.761955499649048,0,0,1.0,0.0903564840555191,1
283,633,0.015863468912109883,4.473498344421387,2.5037147998809814,0,0,1.0,0.06936533749103546,1
121,258,0.03553719008262015,4.264462947845459,2.359811305999756,0,1,1.0,0.09510067105293274,0
282,720,0.018172181418942206,5.106382846832275,3.258186101913452,0,0,1.0,0.06651140749454498,1
219,581,0.02433915629843234,5.305935859680176,2.5045766830444336,0,0,1.0,0.07647576183080673,1
202,479,0.023594896803107338,4.742574214935303,2.082246780395508,0,1,1.0,0.08148704469203949,0
87,216,0.05773857257410086,4.965517044067383,2.0332934856414795,0,1,1.0,0.11693960428237915,0
298,733,0.016563848778612007,4.919463157653809,2.0740509033203125,0,0,1.0,0.07167204469442368,1
316,804,0.01615430982519428,5.0886077880859375,2.9351863861083984,0,0,1.0,0.06360746175050735,1
455,1268,0.012276710074066307,5.573626518249512,2.7720518112182617,0,0,1.0,0.056111861020326614,1
522,1404,0.010324971871069843,5.379310131072998,2.6837096214294434,0,0,1.0,0.05450943112373352,1
263,592,0.017182828781235716,4.501901149749756,2.3944830894470215,0,0,1.0,0.07155269384384155,1
679,1531,0.006651287465081682,4.509572982788086,2.20572566986084,0,1,1.0,0.0556446798145771,0
317,943,0.018827616499618772,5.949526786804199,2.666222095489502,0,0,1.0,0.06707644462585449,1
173,381,0.02560828068287888,4.4046244621276855,2.356510639190674,1,0,1.0,0.08172942698001862,0
318,783,0.01553478959585585,4.924528121948242,2.4093985557556152,1,0,1.0,0.06706862151622772,0
31,63,0.1354838709662851,4.064516067504883,2.834547758102417,1,1,1.0,0.17549391090869904,1
691,1651,0.006925480819647918,4.778581619262695,2.314215898513794,1,0,1.0,0.053917936980724335,0
61,147,0.08032786885223954,4.819672107696533,3.656006336212158,1,1,1.0,0.13310322165489197,1
228,497,0.019205502743639538,4.359649181365967,1.9671437740325928,1,1,1.0,0.0800527036190033,1
258,680,0.02051096431695163,5.271317958831787,2.779099941253662,1,1,1.0,0.0706450417637825,1
156,399,0.03300248138956451,5.115384578704834,1.9097634553909302,1,1,1.0,0.09044814109802246,1
136,288,0.03137254901959075,4.235294342041016,2.2681660652160645,1,1,1.0,0.09135230630636215,1
397,893,0.011360455944838093,4.4987406730651855,2.184507369995117,1,0,1.0,0.06534396857023239,0
365,805,0.012118018967333123,4.410958766937256,2.176318407058716,1,0,1.0,0.06721645593643188,0
72,161,0.06298904538328837,4.472222328186035,1.5270061492919922,1,1,1.0,0.12661032378673553,1
87,275,0.07350975674943397,6.321838855743408,4.287223815917969,1,1,1.0,0.12327995896339417,1
228,511,0.01974650282092516,4.482456207275391,2.311095714569092,1,1,1.0,0.0763484463095665,1
88,207,0.054075235109647235,4.704545497894287,2.5717973709106445,1,1,1.0,0.1127786636352539,1
45,119,0.12020202020141313,5.288888931274414,0.6943209171295166,1,1,1.0,0.17035862803459167,1
560,1357,0.008669818553539207,4.846428394317627,2.376415729522705,1,0,1.0,0.056684743613004684,0
71,171,0.06881287726344304,4.816901206970215,2.262249708175659,1,1,1.0,0.12588249146938324,1
70,179,0.07412008281558154,5.114285945892334,3.158367156982422,1,1,1.0,0.1273295134305954,1
58,128,0.07743496672692851,4.413793087005615,1.966706395149231,1,1,1.0,0.13648976385593414,1
98,233,0.04902167052382808,4.755102157592773,1.9400248527526855,1,1,1.0,0.10845661908388138,1
401,944,0.011770573566084054,4.7082295417785645,1.8076379299163818,1,0,1.0,0.06880701333284378,0
91,193,0.047130647130589585,4.241758346557617,2.2492451667785645,1,1,1.0,0.10771778225898743,1
238,536,0.019005070382580046,4.504201889038086,1.7962006330490112,1,1,1.0,0.08080938458442688,1
115,307,0.04683447749805733,5.339130401611328,2.1719470024108887,1,1,1.0,0.1041567400097847,1
74,159,0.05886708626423757,4.297297477722168,2.1278305053710938,1,1,1.0,0.11980509012937546,1
227,611,0.023819734123421345,5.3832597732543945,2.70333194732666,1,1,1.0,0.0752316415309906,1
262,547,0.015998362142081834,4.175572395324707,1.9997087717056274,1,0,1.0,0.07692472636699677,0
250,578,0.01857028112449501,4.624000072479248,2.1466240882873535,1,0,1.0,0.0755915492773056,0
239,736,0.025878133680245795,6.158995628356934,4.928695201873779,1,1,1.0,0.07643071562051773,1
237,540,0.019309161124218818,4.556962013244629,2.288949728012085,1,0,1.0,0.07505666464567184,0
336,848,0.015067519545130147,5.047618865966797,2.5036847591400146,1,0,1.0,0.06473037600517273,0
517,1241,0.009303824989128944,4.800773620605469,2.0744287967681885,1,0,1.0,0.06098740175366402,0
187,427,0.024552929676262276,4.566844940185547,2.042323350906372,1,1,1.0,0.08354747295379639,1
181,512,0.031430325352967636,5.657458782196045,4.921339511871338,1,0,1.0,0.08446259796619415,0
292,663,0.01560514051687431,4.541095733642578,1.9469412565231323,1,1,1.0,0.07415096461772919,1
97,209,0.04488831615115454,4.30927848815918,1.7806355953216553,1,0,1.0,0.10805967450141907,0
114,242,0.037571805620216135,4.245614051818848,1.8519542217254639,1,1,1.0,0.10156044363975525,1
109,304,0.05164797825343896,5.577981472015381,2.372359275817871,1,1,1.0,0.10741981863975525,1
113,291,0.04598609355242889,5.150442600250244,2.0747122764587402,1,1,1.0,0.104752317070961,1
143,321,0.0316162710528752,4.489510536193848,1.7324073314666748,1,1,1.0,0.09570392966270447,1
226,485,0.019075712881018864,4.2920355796813965,1.6846269369125366,1,1,1.0,0.08408795297145844,1
543,1276,0.008671246933463515,4.69981575012207,2.331620693206787,1,0,1.0,0.05772723630070686,0
456,1189,0.011461345671871435,5.214912414550781,2.041532039642334,1,1,1.0,0.06260830163955688,1
114,249,0.03865859338609016,4.3684210777282715,1.741458773612976,1,1,1.0,0.10264508426189423,1
131,303,0.035584263065158196,4.6259541511535645,2.554746150970459,1,0,1.0,0.09311802685260773,0
155,356,0.029828236279836686,4.59354829788208,1.6089904308319092,1,1,1.0,0.09578044712543488,1
83,205,0.060240963855333174,4.939759254455566,2.056612014770508,1,1,1.0,0.1190340518951416,1
237,590,0.021097046413498338,4.978902816772461,2.088162422180176,1,1,1.0,0.07663996517658234,1
