num_nodes,true_label,pred_label,avg_token_ratio,avg_layer_gate,correct
188,0,1,0.2137327343225479,0.027797957882285118,0
108,0,1,0.21414721012115479,0.031305961310863495,0
452,0,0,0.20972400903701782,0.01972825825214386,1
697,0,0,0.20977681875228882,0.020052023231983185,1
255,0,0,0.21311570703983307,0.02820911444723606,1
393,0,0,0.21221506595611572,0.02696221135556698,1
557,0,0,0.20935878157615662,0.021918118000030518,1
534,0,0,0.2107352763414383,0.021046869456768036,1
101,0,1,0.21242691576480865,0.026750002056360245,0
208,0,0,0.21288542449474335,0.029572119936347008,1
123,0,0,0.21176525950431824,0.025415785610675812,1
290,0,0,0.21052640676498413,0.02199763059616089,1
241,0,0,0.21289826929569244,0.027404572814702988,1
346,0,0,0.2126619964838028,0.026846354827284813,1
355,0,0,0.2102663815021515,0.021473929286003113,1
144,0,1,0.21345317363739014,0.02765083685517311,0
124,0,0,0.21211977303028107,0.027552809566259384,1
381,0,0,0.21124662458896637,0.024040106683969498,1
224,0,0,0.21451377868652344,0.030296187847852707,1
80,0,1,0.21472813189029694,0.03142281249165535,0
255,0,0,0.2105046957731247,0.022333675995469093,1
504,0,0,0.21073970198631287,0.021280815824866295,1
336,0,0,0.20936566591262817,0.020491860806941986,1
361,0,0,0.2109748274087906,0.022052109241485596,1
499,0,0,0.21240650117397308,0.027905818074941635,1
383,0,0,0.21360158920288086,0.02898215875029564,1
416,0,0,0.21409349143505096,0.030478697270154953,1
166,0,1,0.21450641751289368,0.03154648840427399,0
349,0,0,0.21314510703086853,0.028224654495716095,1
130,0,1,0.21345502138137817,0.0272368211299181,0
132,0,1,0.21271269023418427,0.027388060465455055,0
394,0,0,0.2121492177248001,0.026207666844129562,1
266,0,0,0.21130713820457458,0.02344926819205284,1
334,0,0,0.2102452516555786,0.02112126164138317,1
336,0,0,0.21279853582382202,0.02675853669643402,1
455,0,0,0.21060816943645477,0.021965820342302322,1
316,0,0,0.2103251963853836,0.02241344004869461,1
363,0,0,0.21325546503067017,0.028183279559016228,1
269,0,0,0.2144491970539093,0.030700623989105225,1
214,0,0,0.21178413927555084,0.023690663278102875,1
252,0,0,0.2126639187335968,0.0272543802857399,1
316,0,0,0.21181389689445496,0.024875618517398834,1
296,0,0,0.2135537564754486,0.03039288893342018,1
560,0,0,0.20941422879695892,0.019898254424333572,1
404,0,0,0.21241924166679382,0.02642793580889702,1
327,0,0,0.2098005712032318,0.020766183733940125,1
99,0,1,0.22488734126091003,0.053787440061569214,0
334,0,0,0.2134515345096588,0.02872893027961254,1
292,0,0,0.21323391795158386,0.027577310800552368,1
278,0,0,0.21130886673927307,0.023247458040714264,1
272,0,0,0.2115601748228073,0.02385932020843029,1
729,0,0,0.2102566659450531,0.02153242751955986,1
410,0,0,0.21026059985160828,0.021723967045545578,1
419,0,0,0.21157951653003693,0.02420288324356079,1
402,0,0,0.21010781824588776,0.0210527665913105,1
553,0,0,0.2109527587890625,0.023838361725211143,1
267,0,0,0.2139052152633667,0.03050229698419571,1
323,0,0,0.21121488511562347,0.022284511476755142,1
129,0,1,0.21392963826656342,0.02972259186208248,0
269,0,0,0.21246066689491272,0.027816200628876686,1
118,0,1,0.2124529331922531,0.024698341265320778,0
436,0,0,0.21095490455627441,0.023050207644701004,1
