num_nodes,true_label,pred_label,avg_token_ratio,avg_layer_gate,correct
188,0,1,0.2035938948392868,0.023772170767188072,0
108,0,0,0.20334680378437042,0.02238437533378601,1
174,0,0,0.20354735851287842,0.0235255379229784,1
452,0,0,0.2041924148797989,0.02638573944568634,1
697,0,0,0.20408234000205994,0.02590940147638321,1
340,0,0,0.2036052942276001,0.02371089905500412,1
255,0,0,0.2034868597984314,0.023137658834457397,1
431,0,0,0.2036588340997696,0.024051159620285034,1
258,0,0,0.20346254110336304,0.02301996760070324,1
393,0,0,0.2034807801246643,0.023048393428325653,1
242,0,0,0.20357511937618256,0.023594846948981285,1
557,0,0,0.20425701141357422,0.025929367169737816,1
534,0,0,0.2042536735534668,0.02670762874186039,1
101,0,0,0.20348337292671204,0.023133492097258568,1
492,0,0,0.20398415625095367,0.02554522454738617,1
208,0,0,0.2034052014350891,0.02252950519323349,1
254,0,0,0.20349442958831787,0.023050228133797646,1
123,0,0,0.203461691737175,0.02307143434882164,1
500,0,0,0.2041425257921219,0.026123179122805595,1
290,0,0,0.20395706593990326,0.025295834988355637,1
241,0,0,0.2034059762954712,0.022856799885630608,1
346,0,0,0.2034860998392105,0.02320907823741436,1
355,0,0,0.2038724720478058,0.024976881220936775,1
168,0,0,0.20341439545154572,0.02284478396177292,1
349,0,0,0.20386601984500885,0.024820394814014435,1
144,0,0,0.20357976853847504,0.023673217743635178,1
384,0,0,0.20382940769195557,0.024817466735839844,1
124,0,0,0.20358237624168396,0.023331796750426292,1
274,0,0,0.20385876297950745,0.02496330440044403,1
381,0,0,0.20358169078826904,0.02366124652326107,1
224,0,0,0.2033858746290207,0.022768644616007805,1
80,0,1,0.2034676969051361,0.022986475378274918,0
182,0,1,0.20338676869869232,0.022531982511281967,0
275,0,0,0.2036917805671692,0.02414623647928238,1
255,0,1,0.2038203626871109,0.024669397622346878,0
504,0,0,0.20410943031311035,0.026071418076753616,1
336,0,0,0.20395877957344055,0.025171808898448944,1
361,0,0,0.20405152440071106,0.025785274803638458,1
499,0,0,0.20341947674751282,0.022707559168338776,1
383,0,0,0.20338697731494904,0.022725049406290054,1
416,0,0,0.20336490869522095,0.02256939932703972,1
166,0,1,0.20332229137420654,0.022318992763757706,0
349,0,0,0.20352911949157715,0.02332371659576893,1
306,0,0,0.20378074049949646,0.024598397314548492,1
130,0,1,0.2036290466785431,0.02395256608724594,0
483,0,0,0.2040727138519287,0.025857428088784218,1
132,0,0,0.2034454345703125,0.022964954376220703,1
394,0,0,0.20343376696109772,0.022944550961256027,1
266,0,0,0.2037728726863861,0.024562479928135872,1
334,0,0,0.20388299226760864,0.02506568282842636,1
336,0,0,0.2035108506679535,0.02337552420794964,1
455,0,0,0.203931987285614,0.025246677920222282,1
316,0,0,0.20375312864780426,0.024320799857378006,1
207,0,0,0.20345935225486755,0.022924739867448807,1
243,0,0,0.2036302238702774,0.023409534245729446,1
363,0,0,0.20341500639915466,0.02288242056965828,1
269,0,0,0.2033301740884781,0.022462204098701477,1
214,0,0,0.203823983669281,0.02489435486495495,1
252,0,0,0.20345139503479004,0.023001927882432938,1
316,0,0,0.2037130892276764,0.02421928383409977,1
296,0,0,0.20346246659755707,0.022846916690468788,1
158,0,0,0.20362740755081177,0.023880699649453163,1
560,0,0,0.20415270328521729,0.026083270087838173,1
404,0,0,0.2034563273191452,0.023085355758666992,1
327,0,0,0.20388323068618774,0.02499040775001049,1
99,0,0,0.20322614908218384,0.021574439480900764,1
334,0,0,0.20337025821208954,0.022655410692095757,1
406,0,0,0.20338976383209229,0.022665347903966904,1
292,0,0,0.20354756712913513,0.02351769432425499,1
278,0,0,0.2038101851940155,0.024753740057349205,1
272,0,0,0.20381177961826324,0.0247187502682209,1
729,0,0,0.2037704735994339,0.024573400616645813,1
410,0,1,0.20402948558330536,0.025526482611894608,0
419,0,0,0.2036934345960617,0.024196723476052284,1
402,0,0,0.20402364432811737,0.025593213737010956,1
309,0,0,0.2035960704088211,0.023710055276751518,1
553,0,0,0.20357099175453186,0.023539595305919647,1
267,0,0,0.20334284007549286,0.022411957383155823,1
323,0,0,0.20407989621162415,0.025951657444238663,1
129,0,1,0.20343250036239624,0.02285447157919407,0
269,0,0,0.20343759655952454,0.02281731553375721,1
118,0,1,0.2038264125585556,0.02486969716846943,0
436,0,0,0.20368191599845886,0.024156607687473297,1
212,0,0,0.2036861628293991,0.024196051061153412,1
214,0,0,0.20335713028907776,0.02265116013586521,1
446,0,0,0.20356982946395874,0.023584958165884018,1
645,0,0,0.2042904645204544,0.026743970811367035,1
490,0,0,0.20355454087257385,0.02346850000321865,1
394,0,0,0.2034870982170105,0.023137185722589493,1
449,0,0,0.2035169154405594,0.023330001160502434,1
194,0,0,0.2037762999534607,0.02451893873512745,1
498,0,0,0.20373867452144623,0.024367669597268105,1
2495,0,0,0.20451688766479492,0.02768073044717312,1
157,0,1,0.20326443016529083,0.022186279296875,0
485,0,1,0.2040962129831314,0.026012659072875977,0
841,0,1,0.20445024967193604,0.027479421347379684,0
243,0,1,0.20388370752334595,0.024976234883069992,0
492,0,0,0.20356714725494385,0.02360895462334156,1
551,0,0,0.20618073642253876,0.031070902943611145,1
721,0,0,0.20412246882915497,0.02609759196639061,1
180,0,1,0.2037680447101593,0.024480272084474564,0
365,0,0,0.20370714366436005,0.02421252243220806,1
440,0,0,0.20415538549423218,0.026229050010442734,1
310,0,0,0.20356714725494385,0.02295365370810032,1
302,0,1,0.20365726947784424,0.023968953639268875,0
500,0,0,0.20401954650878906,0.02562554180622101,1
601,0,0,0.2043915092945099,0.027271771803498268,1
401,0,0,0.2034638226032257,0.023197267204523087,1
162,0,0,0.20356836915016174,0.02327559143304825,1
186,0,1,0.20369690656661987,0.024314679205417633,0
389,0,0,0.20351719856262207,0.02336934208869934,1
219,0,0,0.20344829559326172,0.022975575178861618,1
250,0,0,0.20361201465129852,0.023769889026880264,1
469,0,0,0.20387639105319977,0.0250905379652977,1
209,0,0,0.20366092026233673,0.023831402882933617,1
321,0,0,0.2039612978696823,0.02550451084971428,1
468,0,0,0.20354723930358887,0.0234544575214386,1
240,0,0,0.20349183678627014,0.023065365850925446,1
533,0,0,0.20418575406074524,0.026303138583898544,1
217,0,0,0.2033417522907257,0.02254576049745083,1
162,0,1,0.20394544303417206,0.025166576728224754,0
427,0,0,0.2034783810377121,0.023149676620960236,1
128,0,0,0.20334240794181824,0.022471435368061066,1
499,0,0,0.203843355178833,0.024758396670222282,1
314,0,0,0.2037956416606903,0.024701379239559174,1
444,0,0,0.20409607887268066,0.02590860426425934,1
456,0,0,0.20382243394851685,0.024776563048362732,1
302,0,0,0.20344537496566772,0.022952083498239517,1
345,0,0,0.20385658740997314,0.02499045990407467,1
471,0,0,0.20389629900455475,0.02509370818734169,1
296,0,0,0.20343756675720215,0.022717131301760674,1
592,0,0,0.20367059111595154,0.024053575471043587,1
231,0,0,0.20385834574699402,0.02487809583544731,1
293,0,0,0.20330223441123962,0.02228744700551033,1
352,0,0,0.20353421568870544,0.023357121273875237,1
262,0,0,0.20349395275115967,0.023071736097335815,1
173,0,0,0.20336560904979706,0.022342929616570473,1
1160,0,0,0.20449458062648773,0.02763332799077034,1
157,0,0,0.20365357398986816,0.024019088596105576,1
198,0,1,0.2038613259792328,0.02495550364255905,0
571,0,0,0.2037172168493271,0.02414996363222599,1
277,0,0,0.20384395122528076,0.024906830862164497,1
445,0,0,0.20403823256492615,0.025740480050444603,1
370,0,0,0.20375633239746094,0.024396084249019623,1
245,0,0,0.2035229504108429,0.023507192730903625,1
232,0,0,0.20369568467140198,0.02404475212097168,1
308,0,0,0.20374521613121033,0.024483120068907738,1
347,0,0,0.20354042947292328,0.023385323584079742,1
1019,0,0,0.20392334461212158,0.025141684338450432,1
464,0,0,0.20348408818244934,0.023269064724445343,1
205,0,0,0.20385852456092834,0.024907074868679047,1
664,0,0,0.203713521361351,0.024303382262587547,1
